DATA_CENTER,JOB,USER_CD_1,USER_CD_2,USER_CD_3,USER_CD_4,DESCRIPTION,SMS_1,SMS_2,SMS_3,SMS_4,ERROR_DESCRIPTION
pctmla01,01A1_SF2_DE02,1716,591,,,분기-거래소 결제데이터 수신후 데일리,Y,Y,Y,N,즉시연락
pctmla01,01C1_IB01_DS,617,1706,1717,,시작-상품 (22:00 - 업무마감 후),Y,Y,Y,Y,즉시연락
pctmla01,01C1_IB01_DS01,617,1706,1717,,시작-상품채권개별결제,Y,Y,Y,Y,즉시연락
pctmla01,01C1_IB09_DE,617,1706,1717,,시작-상품 (22:00 - 업무마감 후),Y,Y,Y,Y,즉시연락
pctmla01,01C1_RR1_DE,577,,,,종료- RMS_일계수집계,Y,N,,N,즉시연락
pctmla01,01C1_RR1_DS,577,,,,시작- RMS_일계수집계,Y,N,,N,즉시연락
pctmla01,01C1_SA0_DS,620,2039,,,시작-고객계좌 (22:00 - 업무마감 후),Y,Y,,,즉시연락
pctmla01,01C1_SA1_DE01,620,2039,,,종료-계좌당일업무마감,Y,Y,,,즉시연락
pctmla01,01C1_SA1_DS01,620,2039,,,시작-계좌당일업무마감,Y,Y,,,즉시연락
pctmla01,01C1_SA9_DE,620,2039,,,종료-고객계좌 (22:00 - 업무마감 후),Y,Y,,,즉시연락
pctmla01,01C1_SE0_DS,1206,,,,시작-대외연계 (22:00 - 업무마감 후),Y,Y,,N,즉시연락
pctmla01,01C1_SE1_DS,1206,,,,시작-대외연계업무마감,Y,Y,,N,즉시연락
pctmla01,01C1_SE2_DE,1206,,814,,종료-대외연계집계대사,Y,Y,Y,Y,즉시연락
pctmla01,01A1_AF1_DE,722,531,,,종료 SIGNAL - 회계 (15:00 - 장마감 후),Y,Y,Y,N,즉시연락
pctmla01,01A1_AF1_DE01,722,531,,,종료 SIGNAL - 급여FILE 회계처리 자동분개 일괄처리,Y,Y,Y,N,즉시연락
pctmla01,01A1_AF1_DS,722,531,,,시작 SIGNAL - 회계 (15:00 - 장마감 후),Y,Y,Y,N,즉시연락
pctmla01,01A1_AF1_DS01,722,531,,,시작 SIGNAL - 급여FILE 회계처리 자동분개 일괄처리,Y,Y,Y,,즉시연락
pctmla01,01A1_DMST,544,,,,01A1.기간계 시작 (15:00 - 장마감 후),Y,,,,즉시연락
pctmla01,01A1_IE1_DE,617,1706,1717,,종료-해외자산상품처리(15:00-장마감후),Y,Y,Y,Y,즉시연락
pctmla01,01A1_IE1_DS,617,583,1717,,시작-해외자산상품처리(15:00-장마감후),Y,,Y,Y,즉시연락
pctmla01,01A1_IF00_DS,617,1706,1717,,시작-상품 (장마감후),Y,Y,Y,Y,즉시연락
pctmla01,01A1_IF01_DE,617,1706,1717,,종료-상품선물옵션 결제,Y,Y,Y,Y,즉시연락
pctmla01,01A1_IF01_DS,617,1706,1717,,시작-상품선물옵션 결제,Y,Y,Y,Y,즉시연락
pctmla01,01A1_IF02_DE,617,583,1717,,종료-상품선물옵션,Y,,Y,,즉시연락
pctmla01,01A1_IF02_DS,617,1706,1717,,시작-상품선물옵션,Y,Y,Y,Y,즉시연락
pctmla01,01A1_IF09_DE,617,1706,1717,,종료-상품 (장마감후),Y,Y,Y,Y,즉시연락
pctmla01,01A1_SA0_DS,620,2039,,,시작-고객계좌 (15:00 - 장마감 후),Y,Y,Y,,즉시연락
pctmla01,01A1_SA1_DE01,620,2039,,,종료-계좌당일자동해지,Y,Y,Y,,즉시연락
pctmla01,01A1_SA1_DS01,620,2039,,,시작-계좌당일자동해지,Y,Y,Y,,즉시연락
pctmla01,01A1_SA9_DE,620,2039,,,종료-고객계좌기타(15:00 - 장마감 후),Y,Y,Y,,즉시연락
pctmla01,01A1_SE0_DS,1206,,814,,시작-대외연계 (15:00 - 장마감 후),Y,Y,Y,Y,즉시연락
pctmla01,01A1_SE1_DE,1206,,,,종료-정기송금대상선정,Y,Y,,,즉시연락
pctmla01,01A1_SE1_DS,1206,,,,시작-정기송금대상선정,Y,Y,,N,즉시연락
pctmla01,01A1_SE2_DE,1206,,814,,종료-연합회자료송수신,Y,Y,Y,,즉시연락
pctmla01,01A1_SE2_DS,1206,,,,시작-연합회자료송수신,Y,Y,,N,즉시연락
pctmla01,01A1_SE3_DE,1206,,814,,종료-예약이체대체,Y,Y,Y,,즉시연락
pctmla01,01A1_SE3_DS,1206,,,,시작-예약이체대체,Y,Y,,,즉시연락
pctmla01,01A1_SE4_DE,1206,814,,,종료-독자체크카드EDI취소선지급,Y,Y,Y,,즉시연락
pctmla01,01A1_SE4_DS,1206,814,,,시작-독자체크카드EDI취소선지급,Y,Y,,,즉시연락
pctmla01,01A1_SE9_DE,1206,,,,종료-대외연계 (15:00 - 장마감 후),Y,Y,,N,즉시연락
pctmla01,01A1_SF0_DS,1716,591,,,시작-파생상품매매 (15:00 - 장마감 후),Y,Y,Y,,즉시연락
pctmla01,01A1_SF1_DE,1716,591,,,종료-장마감 후 선물옵션 미체결 주문증거금 해지,Y,Y,Y,,즉시연락
pctmla01,01A1_SF1_DE01,1716,591,,,분기-장마감 후 선물옵션 미체결 주문증거금 해지,Y,Y,Y,,즉시연락
pctmla01,01A1_SF1_DM01,1716,591,,,분기-장마감 후 선물옵션 미체결 주문증거금 해지,Y,Y,Y,,즉시연락
pctmla01,01A1_SF1_DM02,1716,591,,,분기-장마감 후 선물옵션 미체결 주문증거금 해지,Y,Y,Y,,즉시연락
pctmla01,01A1_SF1_DS,1716,591,,,시작-장마감 후 선물옵션 미체결 주문증거금 해지,Y,Y,Y,,즉시연락
pctmla01,01A1_SF2_DE,1716,591,,,종료-거래소 결제데이터 수신후 데일리,Y,Y,Y,N,즉시연락
pctmla01,01A1_SF2_DE01,1716,591,,,분기-거래소 결제데이터 수신후 데일리,Y,Y,Y,N,즉시연락
pctmla01,SYBD0049_S01,1206,814,,,담보 및 연대보증(AA2360),Y,Y,,,즉시연락
pctmla01,01A1_SF2_DE03,1716,591,,,분기-거래소 결제데이터 수신후 데일리,Y,Y,Y,N,즉시연락
pctmla01,01A1_SF2_DM01,1716,591,,,분기-거래소 결제데이터 수신후 데일리,Y,Y,Y,N,즉시연락
pctmla01,01A1_SF2_DS,1716,591,,,시작-거래소 결제데이터 수신후 데일리,Y,Y,Y,N,즉시연락
pctmla01,01A1_SF9_DE,1716,591,,,종료-파생상품매매 (15:00 - 장마감 후),Y,Y,Y,N,즉시연락
pctmla01,01A1_SI1_DE,1185,293,592,,종료 - 종가SHIFT,,Y,,,즉시연락
pctmla01,01A1_SI1_DS,1185,293,592,,시작 - 종가SHIFT,,Y,,,즉시연락
pctmla01,01A1_SI2_DS,1185,293,592,,시작 -OTCBB종목생성,,Y,,,오류무시
pctmla01,01A1_SI3_DE01,288,1211,,,종료-한국기업정보생성,Y,Y,,,즉시연락
pctmla01,01A1_SI3_DS01,288,1211,,,시작-한국기업정보생성,Y,Y,,,즉시연락
pctmla01,01A1_SL0_DS,576,560,2559,,시작-대출 (15:00 - 장마감 후),Y,Y,Y,,즉시연락
pctmla01,01A1_SL1_DE,576,560,2559,,종료-담보상회등록,Y,Y,Y,,즉시연락
pctmla01,01A1_SL1_DS,576,560,2559,,시작-담보상회등록,Y,Y,Y,,즉시연락
pctmla01,01A1_SL2_DE,576,560,2559,,종료-담보부족계좌선정,Y,Y,Y,,즉시연락
pctmla01,01A1_SL2_DM01,576,560,2559,,"분기-신용/대출 담보부족 집계(SAS29B,SLL61B)",Y,Y,Y,,즉시연락
pctmla01,01A1_SL2_DS,576,560,2559,,시작-담보부족계좌선정,Y,Y,Y,N,즉시연락
pctmla01,01A1_SL3_DE,576,560,2559,,종료-담보부족계좌통보,Y,Y,Y,,즉시연락
pctmla01,SYBD0049_S03,1206,814,,,제3자 담보보증(AA2380),Y,Y,,,즉시연락
pctmla01,ALBD0004_S02,531,722,,,금융거래조회서 지급보증및 기타약정사항 파일 EAI전송,Y,Y,Y,Y,즉시연락
pctmla01,01A1_SL3_DM01,576,560,2559,,분기-은행연합회 송신용 대출잔고생성,Y,Y,Y,,즉시연락
pctmla01,01A1_SL3_DM02,576,560,2559,,"분기-담보부족 SMS,E-Mail 통보 대상자 생성",Y,Y,Y,N,즉시연락
pctmla01,01A1_SL3_DS,576,560,2559,,시작-담보부족계좌통보,Y,Y,Y,N,즉시연락
pctmla01,01A1_SL4_DE,576,560,2559,,종료-외화증거금대출,Y,,Y,,오류무시
pctmla01,01A1_SL4_DS,576,560,2559,,시작-외화증거금대출,Y,,Y,,오류무시
pctmla01,01A1_SL9_DE,576,560,2559,,종료-대출 (15:00 - 장마감 후),Y,Y,Y,N,즉시연락
pctmla01,01A1_SO0_DS,577,,,,시작-입출고 (15:00 - 장마감 후),Y,N,,N,즉시연락
pctmla01,01A1_SO1_DE,577,,,,종료-대용가 산정작업,Y,,,,즉시연락
pctmla01,01A1_SO1_DS,577,,,,시작-대용가 산정작업,Y,N,,N,즉시연락
pctmla01,01A1_SO2_DE,577,1190,,,종료-유가증권물동반영,Y,Y,,,오류무시
pctmla01,01A1_SO2_DS,577,613,,,시작-유가증권물동반영,Y,Y,,N,오류무시
pctmla01,01A1_SO3_DE,613,1630,602,,종료-특수채1차입고,Y,Y,Y,,즉시연락
pctmla01,01A1_SO3_DS,577,,,,시작-특수채1차입고,Y,,,,즉시연락
pctmla01,01A1_SO4_DE,577,,,,종료-잔고증명결과처리,Y,N,,N,즉시연락
pctmla01,01A1_SO4_DS,577,,,,시작-잔고증명결과처리,Y,N,,N,즉시연락
pctmla01,01A1_SO5_DE,613,602,1630,,종료-선물 외화대용금선정작업,Y,Y,Y,N,즉시연락
pctmla01,01A1_SO5_DS,613,602,1630,,시작-선물 외화대용금선정작업,Y,Y,Y,N,즉시연락
pctmla01,01A1_SO6_DE,613,602,1630,,종료-ELW만기질권해지,Y,Y,Y,N,즉시연락
pctmla01,01A1_SO6_DS,613,602,1630,,시작-ELW만기질권해지,Y,Y,Y,N,즉시연락
pctmla01,01A1_SO9_DE,613,602,1630,,종료-입출고 (15:00 - 장마감 후),Y,Y,Y,,즉시연락
pctmla01,01A1_SP0_DS,589,2042,,,시작-장외현물매매 (15:00 - 장마감 후),Y,Y,,,즉시연락
pctmla01,01A1_SP1_DE01,812,588,,,종료 SIGNAL,Y,Y,,,즉시연락
pctmla01,01A1_SP1_DS01,812,588,,,시작 SIGNAL,Y,Y,,,즉시연락
pctmla01,01A1_SP2_DE02,589,2042,,,종료 SIGNAL,Y,Y,,,즉시연락
pctmla01,01A1_SP3_DE03,589,2042,,,종료-MMF계좌 입금시 RP자동매수,Y,Y,,,즉시연락
pctmla01,01A1_SP3_DM01,589,2042,,,분기-담보비율 초과분 매도 시작,Y,Y,,,즉시연락
pctmla01,01A1_SP3_DM13,589,2042,,,분기-MMF계좌 입금시 RP자동매수,Y,Y,,,즉시연락
pctmla01,01A1_SP3_DM23,589,2042,,,분기-MMF계좌 입금시 RP자동매수,Y,Y,,,즉시연락
pctmla01,01A1_SP3_DS03,589,2042,,,시작-MMF계좌 입금시 RP자동매수,Y,Y,,,즉시연락
pctmla01,01A1_SP4_DS04,589,2042,,,종료 SIGNAL,Y,Y,,,즉시연락
pctmla01,01A1_SY5_DE,,,1206,,종료_지로망,Y,Y,Y,,즉시연락
pctmla01,01A1_SR1_DE20,577,1190,,,종료 - 1630원장기장,Y,Y,,N,즉시연락
pctmla01,01A1_SR1_DE30,577,1190,,,종료 - 1530대차원장기장,Y,Y,,N,오류무시
pctmla01,01A1_SR1_DS,577,1190,,,시작 - 장마감후원장기장,Y,Y,,N,즉시연락
pctmla01,01A1_SR1_DS10,577,1190,,,시작 - 1515원장기장,Y,Y,,,즉시연락
pctmla01,01A1_SR1_DS20,577,1190,1628,,시작 - 1630원장기장,Y,Y,Y,,즉시연락
pctmla01,01A1_SR1_DS30,577,1190,,,시작 - 1530대차원장기장,Y,Y,,,오류무시
pctmla01,01A1_SR2_DE,577,1190,,,종료 - 제권리배정,Y,Y,,N,즉시연락
pctmla01,01A1_SR2_DE10,577,1190,2560,,종료 - 채권권리배정,Y,Y,Y,,즉시연락
pctmla01,01A1_SR2_DE20,577,1190,,,종료 - 주식권리배정,Y,Y,,,즉시연락
pctmla01,01A1_SR2_DS,577,1190,,,시작 - 제권리배정,Y,Y,,N,즉시연락
pctmla01,01A1_SR2_DS10,577,1190,1628,,시작 - 채권권리배정,Y,Y,Y,,즉시연락
pctmla01,01A1_SR2_DS20,1190,2560,577,,시작 - 주식권리배정,Y,Y,Y,,즉시연락
pctmla01,01A1_SR3_DE10,577,1190,,,종료 - 제권리파일생성,Y,Y,,N,즉시연락
pctmla01,01A1_SR3_DE20,1190,577,,,예탁원권리정보등록,Y,Y,,,즉시연락
pctmla01,01A1_SR3_DS,577,1190,,,시작 - 제권리파일,Y,Y,,N,즉시연락
pctmla01,01A1_SR3_DS10,577,1190,,,시작 - 제권리파일생성,Y,Y,,,즉시연락
pctmla01,01A1_SR3_DS20,577,1190,,,시작-예탁원권리정보등록,Y,Y,,,즉시연락
pctmla01,01A1_SR4_DE01,577,1190,,,종료-권리대용작업(장마감후),Y,Y,,N,즉시연락
pctmla01,01A1_SR4_DS01,577,1190,,,시작-권리대용작업(장마감후),Y,Y,,,즉시연락
pctmla01,01A1_SS0_DS,621,605,,,시작-장내현물 (15:00 - 장마감 후),Y,Y,,N,즉시연락
pctmla01,01A1_SS1_DM,621,605,,,종료-장내채권체결대사 및 결제,Y,Y,,N,즉시연락
pctmla01,01A1_SS1_DS,621,605,,,시작-장내채권체결대사 및 결제,Y,Y,,,즉시연락
pctmla01,01A1_SS2_DE,621,605,,,종료-단주체결 & 예탁원/PT매매/차익잔고송신,Y,Y,,N,즉시연락
pctmla01,01A1_SS2_DE01,621,605,,,종료-단주체결,Y,Y,,N,즉시연락
pctmla01,01A1_SS2_DE02,621,605,,,종료-예탁원송신,Y,Y,,N,즉시연락
pctmla01,01A1_SS2_DE03,621,605,,,종료-PT매매송신,Y,Y,,N,즉시연락
pctmla01,01A1_SS2_DE04,621,605,,,종료-차익잔고송신,Y,Y,,,즉시연락
pctmla01,01A1_SS2_DE05,621,605,,,종료-ELW MVP 작업,Y,Y,,N,즉시연락
pctmla01,01A1_SS2_DE06,621,605,,,종료-QnA 주식/ETF 적립식 SMS 송신,Y,Y,,N,즉시연락
pctmla01,01A1_SS2_DS01,621,605,,,시작-단주체결,Y,Y,,N,즉시연락
pctmla01,01A1_SS2_DS02,621,605,,,시작-예탁원송신,Y,Y,,,즉시연락
pctmla01,01A1_SS2_DS03,621,605,,,시작-PT매매송신,Y,Y,,,즉시연락
pctmla01,01A1_SS2_DS04,621,605,,,시작-차익잔고송신,Y,Y,,N,즉시연락
pctmla01,01A1_SS2_DS05,621,605,,,시작-ELW MVP 작업,Y,Y,,,즉시연락
pctmla01,01A1_SS2_DS06,621,605,,,시작-QnA 주식/ETF 적립식 SMS 송신,Y,Y,,N,즉시연락
pctmla01,01A1_SS3_DE,621,605,,,종료-일반상품체결정리,Y,Y,,N,즉시연락
pctmla01,01A1_SS3_DS,621,605,,,시작-일반상품체결정리,Y,Y,,,즉시연락
pctmla01,01A1_SS4_DE,621,605,,,종료-일반상품기타결제,Y,Y,,N,즉시연락
pctmla01,01A1_SS4_DS,621,605,,,시작-일반상품기타결제,Y,Y,,,즉시연락
pctmla01,01A1_SS5_DE,621,,,,종료-예탁원 MAP 파일 전송_정규장,Y,N,,N,즉시연락
pctmla01,01A1_SS9_DE,621,605,,,종료-장내현물 (15:00 - 장마감 후),Y,Y,,N,즉시연락
pctmla01,01A1_SW0_DS,602,613,1630,,시작-입출금 (15:00 - 장마감 후),Y,Y,Y,,즉시연락
pctmla01,01A1_SW1_DE01,602,613,1630,,종료-자동대체선정처리,Y,Y,Y,,즉시연락
pctmla01,01A1_SW1_DS01,602,613,1630,,시작-자동대체선정처리,Y,Y,Y,,즉시연락
pctmla01,01A1_SW2_DE01,602,613,1630,,종료-해외선물기준환율,Y,Y,Y,N,오류무시
pctmla01,01A1_SW2_DS01,602,613,1630,,시작-해외선물기준환율,Y,Y,Y,N,오류무시
pctmla01,01A1_SW9_DE,602,613,1630,,종료-입출금 (15:00 - 장마감 후),Y,Y,Y,N,즉시연락
pctmla01,01A1_SY0_DS,,,1206,,시작-소액결제(15:00),Y,Y,Y,,즉시연락
pctmla01,01A1_SY11_DE,1206,,814,,종료-정기송금처리,Y,Y,,N,즉시연락
pctmla01,01A1_SY3_DE,1206,,814,,종료_EL망,Y,Y,Y,,즉시연락
pctmla01,01A1_SY3_DS,,,1206,,시작_EL망(16:00),Y,Y,Y,,즉시연락
pctmla01,01B1_SP1_DM02,589,,,,분기02 - CMA계좌 입금시 RP자동매수,Y,,,,즉시연락
pctmla01,01A1_SY5_DS,,,1206,,시작_지로망(15:00),Y,Y,Y,,즉시연락
pctmla01,01A1_SY7_DE,1206,,814,,종료_CMS망,Y,Y,Y,,즉시연락
pctmla01,01A1_SY7_DS,,,1206,,시작_CMS망(15:00),Y,Y,Y,,즉시연락
pctmla01,01A1_SY99_DE,,,1206,,종료-소액결제,Y,Y,Y,,즉시연락
pctmla01,01AI_SR9_DE,577,1190,,,종료-유가증권 (15:00 - 장마감 후),Y,Y,,,즉시연락
pctmla01,01B1_CB7_DE,620,2039,,,종료-한신정대상전송,Y,Y,,,즉시연락
pctmla01,01B1_CB7_DS,620,2039,,,시작-한신정대상전송(19:30),Y,Y,,,즉시연락
pctmla01,01B1_DMST,544,,,,01B1.기간계 시작 (18:00 - 시간외매매 종료 후),Y,N,,N,즉시연락
pctmla01,01B1_IE1_DE,617,1706,1717,,종료-해외자산상품마감(18:00-장마감후),Y,Y,Y,Y,즉시연락
pctmla01,01B1_IS01_DE,617,1706,1717,,종료-상품주식,Y,Y,Y,Y,즉시연락
pctmla01,01B1_IS01_DS,617,583,1717,,시작-상품주식,Y,,Y,,즉시연락
pctmla01,01B1_IZ1_DE,576,560,2559,,종료-상품대차수수료,Y,Y,Y,,즉시연락
pctmla01,01B1_IZ1_DS,576,560,2559,,시작-상품대차수수료,Y,Y,Y,N,즉시연락
pctmla01,01B1_NC1_DE,598,,1611,,종료- 준법감시 (18:00 - 시간외매매 종료 후),Y,Y,Y,,즉시연락
pctmla01,01B1_NC1_DS,598,2130,1611,,시작- 준법감시 (18:00 - 시간외매매 종료 후),Y,Y,Y,,즉시연락
pctmla01,01B1_SA1_DE01,620,2039,,,종료-주거래지점변경예약일괄처리,Y,Y,,,오류무시
pctmla01,01B1_SA1_DS01,620,2039,,,시작-주거래지점변경예약일괄처리,Y,Y,,,오류무시
pctmla01,01B1_SE0_DS,1206,,,,시작-대외연계 (18:00 - 시간외매매 종료 후),Y,Y,,N,즉시연락
pctmla01,01B1_SE1_DE,1206,,,,종료-외환전산망송신,Y,Y,,,즉시연락
pctmla01,01B1_SE1_DS,1206,,,,시작-외환전산망송신,Y,Y,,N,즉시연락
pctmla01,01B1_SE2_DE,1206,,,,종료-하나은행증거금,Y,Y,,,즉시연락
pctmla01,01B1_SE2_DS,1206,,,,사작-하나은행증거금,Y,Y,,N,즉시연락
pctmla01,01B1_SE3_DE,1206,814,,,종료-독자체크카드EDI취소선지급,Y,Y,,,즉시연락
pctmla01,01B1_SE3_DS,1206,814,,,시작-독자체크카드EDI취소선지급,Y,Y,,,즉시연락
pctmla01,01B1_SE9_DE,1206,,,,종료-대외연계 (18:00 - 시간외매매 종료 후),Y,Y,,N,즉시연락
pctmla01,01B1_SF1_DE01,1716,591,,,종료 SIGNAL,Y,Y,Y,N,즉시연락
pctmla01,01B1_SF1_DS01,1716,591,,,시작 SIGNAL,Y,Y,Y,N,즉시연락
pctmla01,01B1_SI1_DE,1185,293,,,종료 - 예탁원종목정보생성,Y,Y,,,즉시연락
pctmla01,01B1_SI1_DS,1185,293,592,,시작 - 예탁원종목정보생성,,Y,,,즉시연락
pctmla01,01B1_SI2_DE,1185,293,592,,종료 - 대외종목정보생성,,Y,,,즉시연락
pctmla01,01B1_SI2_DE20,1185,293,592,,종료 - 시가평가자료생성(외평가),,Y,,,즉시연락
pctmla01,01B1_SI2_DE30,1185,293,592,,종료 - 채권위험등급산정,,Y,,,즉시연락
pctmla01,01B1_SI2_DS,1185,293,592,,시작 - 대외종목정보생성,,Y,,N,즉시연락
pctmla01,01B1_SI2_DS20,1185,293,592,,시작 - 시가평가자료생성(외평가),,Y,,,즉시연락
pctmla01,01B1_SI2_DS30,1185,293,592,,시작 - 채권위험등급 산정,,Y,,,즉시연락
pctmla01,01B1_SL1_DE,576,560,2559,,종료-부족통보결과셋팅,Y,Y,Y,,즉시연락
pctmla01,01B1_SL1_DS,576,560,2559,,시작-부족통보결과셋팅,Y,Y,Y,N,즉시연락
pctmla01,01B1_SO0_DS,577,,,,시작-입출고 (18:00 - 시간외매매 종료 후),Y,N,,N,즉시연락
pctmla01,01B1_SO1_DE,577,,,,종료-특수채권 일괄입고,Y,,,,즉시연락
pctmla01,01B1_SO1_DS,577,,,,시작-특수채권 일괄입고,Y,N,,N,즉시연락
pctmla01,01B1_SO2_DE,577,,,,종료-잔고증명서발급,Y,,,,즉시연락
pctmla01,01B1_SO2_DS,577,,,,시작-잔고증명서발급,Y,,,,즉시연락
pctmla01,01B1_SO9_DE,577,,,,종료-입출고 (18:00 - 시간외매매 종료 후),Y,N,,N,즉시연락
pctmla01,01B1_SP1_DE,589,2042,,,종료-장외현물매매 (18:00 - 시간외매매 종료 후),Y,Y,,,즉시연락
pctmla01,01B1_SP1_DE01,589,2042,,,종료 SIGNAL,Y,Y,,,즉시연락
pctmla01,01B1_SP1_DE02,564,2868,2041,,종료 SIGNAL2,Y,Y,Y,,즉시연락
pctmla01,01B1_SP1_DE03,,589,,,종료-외화RP백업 및 담보비율매매,Y,Y,Y,,즉시연락
pctmla01,01B1_SP1_DE04,589,2042,,,종료-RP형CMA재투자작업,Y,Y,,,즉시연락
pctmla01,01B1_SP1_DM01,589,2042,,,분기01 - CMA계좌 입금시 RP자동매수,Y,Y,,,즉시연락
pctmla01,01B1_SP1_DS,589,2042,,,시작-장외현물매매 (18:00 - 시간외매매 종료 후),Y,Y,,,즉시연락
pctmla01,01B1_SP1_DS01,589,2042,,,시작 SIGNAL,Y,Y,,,즉시연락
pctmla01,01B1_SP1_DS02,589,2042,,,시작 SIGNAL2,Y,Y,,,즉시연락
pctmla01,01B1_SP1_DS03,589,2042,,,시작-외화RP백업 및 담보비율매매,Y,Y,,,즉시연락
pctmla01,01B1_SP1_DS04,589,2042,,,시작-RP형CMA재투자작업,Y,Y,,,즉시연락
pctmla01,01B1_SP50_DS,812,588,,,시작 SIGNAL,Y,Y,,,오류무시
pctmla01,01B1_SS0_DS01,621,605,,,시작-장내현물 (18:00 - 시간외매매 종료 후),Y,Y,,N,즉시연락
pctmla01,01B1_SS1_DE,621,605,,,종료-장내주식체결대사,Y,Y,,N,즉시연락
pctmla01,01B1_SS1_DS,621,605,,,시작-장내주식체결대사,Y,Y,,N,즉시연락
pctmla01,01B1_SS10_DE,577,522,,,종료-예탁원 MAP 파일 전송,Y,Y,,N,즉시연락
pctmla01,01B1_SS10_DS,621,605,,,시작-예탁원 MAP 파일 전송,Y,Y,,N,즉시연락
pctmla01,01B1_SS2_DE,621,605,,,종료-체결대사검증,Y,Y,,N,즉시연락
pctmla01,01B1_SS2_DS,621,605,,,시작-체결대사검증,Y,Y,,N,즉시연락
pctmla01,01B1_SS3_DE,621,605,,,종료-증거금해지,Y,Y,,N,즉시연락
pctmla01,01B1_SS3_DS,621,605,,,시작-증거금해지,Y,Y,,N,즉시연락
pctmla01,01B1_SS4_DE,621,605,,,종료-체결정리상세생성,Y,Y,,,즉시연락
pctmla01,01B1_SS4_DS,621,605,,,시작-체결정리상세생성,Y,Y,,N,즉시연락
pctmla01,01B1_SS5_DE,621,605,,,종료-국제부분배작업,Y,Y,,N,즉시연락
pctmla01,01B1_SS5_DE01,621,605,,,ELW손익생성 종료,Y,Y,,N,즉시연락
pctmla01,01B1_SS5_DS,621,605,,,시작-국제부분배작업,Y,Y,,N,즉시연락
pctmla01,01B1_SS6_DE,621,605,,,종료-수도결제임시원장생성,Y,Y,,N,즉시연락
pctmla01,01B1_SS6_DS,621,605,,,시작-수도결제임시원장생성,Y,Y,,N,즉시연락
pctmla01,01B1_SS7_DE,621,605,,,종료-수도결제원장생성,Y,Y,,N,즉시연락
pctmla01,01B1_SS7_DS,621,605,,,시작-수도결제원장생성,Y,Y,,N,즉시연락
pctmla01,01B1_SS8_DE,621,605,,,종료-외부자료송신,Y,Y,,N,즉시연락
pctmla01,01B1_SS8_DS,621,605,,,시작-외부자료송신,Y,Y,,N,즉시연락
pctmla01,01B1_SS9_DE,621,605,,,종료-장내현물 (18:00 - 시간외매매 종료 후),Y,Y,,N,즉시연락
pctmla01,01B1_SW0_DS,602,613,1630,,시작-입출금 (18:00 - 시간외매매 종료 후),Y,Y,Y,N,즉시연락
pctmla01,01B1_SW1_DE01,602,613,1630,,종료-한국은행자료생성,Y,Y,Y,N,즉시연락
pctmla01,01B1_SW1_DS01,602,613,1630,,시작-한국은행자료생성,Y,Y,Y,N,즉시연락
pctmla01,01B1_SW3_DE,602,613,1630,,종료-신탁계좌과세생성,Y,Y,Y,N,즉시연락
pctmla01,01B1_SW3_DS,602,613,1630,,시작-신탁계좌과세생성,Y,Y,Y,N,즉시연락
pctmla01,01B1_SW9_DE,602,613,1630,,종료-입출금 (18:00 - 시간외매매 종료 후),Y,Y,Y,N,즉시연락
pctmla01,01B1_SY0_DS,,,1206,,시작-소액결제(18:00),Y,Y,Y,,즉시연락
pctmla01,01B1_SY1_DE,814,,1206,,종료-타행환망,Y,Y,Y,Y,즉시연락
pctmla01,01B1_SY1_DS,814,,1206,,시작-타행환망(18:00),Y,Y,Y,Y,즉시연락
pctmla01,01B1_SY10_DE,814,,1206,,종료_CMA고금리,Y,Y,Y,Y,즉시연락
pctmla01,01B1_SY10_DS,814,,1206,,시작_CMA고금리,Y,Y,Y,Y,즉시연락
pctmla01,01B1_SY5_DE,1206,,814,,종료_지로망,Y,Y,Y,,즉시연락
pctmla01,01B1_SY5_DS,814,,1206,,시작_지로망(18:00),Y,Y,Y,Y,즉시연락
pctmla01,01B1_SY8_DE,814,,1206,,종료_공통,Y,Y,Y,Y,즉시연락
pctmla01,01B1_SY8_DS,814,,1206,,시작_공통(18:00),Y,Y,Y,Y,즉시연락
pctmla01,01B1_SZ1_DE,577,613,,,종료-공통 (18:00 - 시간외매매 종료 후),Y,Y,,N,즉시연락
pctmla01,01B1_SZ1_DS,577,613,,,시작-공통 (18:00 - 시간외매매 종료 후),Y,Y,,N,즉시연락
pctmla01,01B1_YM0_DE0,810,,,,종료-관리자,Y,,,,오류무시
pctmla01,01B1_YM0_DS0,810,,,,시작-관리자,Y,N,,N,오류무시
pctmla01,01C1_CB0_DS,620,2039,,,시작-대표고객 (22:00 - 업무마감 후),Y,Y,,,즉시연락
pctmla01,01C1_CB1_DE01,620,2039,,,종료-대표고객 생성,Y,Y,,,즉시연락
pctmla01,01C1_CB1_DS01,620,2039,,,시작-대표고객 생성,Y,Y,,,즉시연락
pctmla01,01C1_CB9_DE,620,2039,,,종료-대표고객 (22:00 - 업무마감 후),Y,Y,,,즉시연락
pctmla01,01C1_IB00_DS,617,1706,1717,,시작-상품 (22:00 - 업무마감 후),Y,Y,Y,Y,즉시연락
pctmla01,01C1_IB01_DE01,617,1706,1717,,종료시스널,Y,Y,Y,Y,즉시연락
pctmla01,01F1_SO2_DS,577,,,,시작 - 펀드이동입출고,Y,N,,N,즉시연락
pctmla01,01F1_SO3_DE,577,,,,종료-보유종목파일생성,Y,,,,즉시연락
