DATA_CENTER,JOB,USER_CD_1,USER_CD_2,USER_CD_3,USER_CD_4,DESCRIPTION,SMS_1,SMS_2,SMS_3,SMS_4,ERROR_DESCRIPTION
pctmla01,T_WDBD3010_20161027,1456,,,,투자진단보유비중수익률분포,Y,,,,에러무시
pctmla01,T_WDBD3020_20161027,1456,,,,투자진단점수대별계좌수집계,Y,,,,에러무시
pctmla01,T_WDBD3030_20161027,1456,,,,투자진단점수대별매매분석,Y,,,,에러무시
pctmla01,T_WDBD2050_20161028,1456,,,,투자클리닉결과이력저장,Y,,,,에러무시
pctmla01,T_WDBD1031_20161028,1456,,,,평가손익매수일별임시,Y,,,,에러무시
pctmla01,T_WDBD1032_20161028,1456,,,,주식거래일자산평가액저장,Y,,,,에러무시
pctmla01,T_WDBD2023_20170105,1456,,,,평가진단증세발생거래생성,,,,,에러무시
pctmla01,T_WDBD2028_20170105,1456,,,,평가진단대상기준항목매매,,,,,에러무시
pctmla01,T_WDBD2027_20170105,1456,,,,평가진단증세발생매매생성,,,,,에러무시
pctmla01,T_WDBD2020_20170105,1456,,,,패턴분석종합진단점수생성,,,,,에러무시
pctmla01,T_WDBD3010_20170105,1456,,,,투자진단보유비중수익률분포,,,,,에러무시
pctmla01,T_WDBD3030_20170105,1456,,,,투자진단점수대별매매분석,,,,,에러무시
pctmla01,T_WDBD2050_20170106,1456,,,,투자클리닉결과이력저장,Y,,,,에러무시
pctmla01,T_WDBD1031_20170106,1456,,,,평가손익매수일별임시,,,,,에러무시
pctmla01,T_WDBD1032_20170106,1456,,,,주식거래일자산평가액저장,,,,,에러무시
pctmla01,T_WDBD1040_20170106,1456,,,,실현손익매매내역,,,,,에러무시
pctmla01,T_WDBD1050_20170106,1456,,,,평가손익매매내역,,,,,에러무시
pctmla01,T_WDBD2010_20170106,1456,,,,매매성과계좌별분석,,,,,에러무시
pctmla01,T_WDBD2024_20170106,1456,,,,평가진단대상기준항목거래,,,,,에러무시
pctmla01,T_WDBD2023_20170106,1456,,,,평가진단증세발생거래생성,,,,,에러무시
pctmla01,T_WDBD2028_20170106,1456,,,,평가진단대상기준항목매매,,,,,에러무시
pctmla01,T_WDBD2027_20170106,1456,,,,평가진단증세발생매매생성,,,,,에러무시
pctmla01,T_WDBD3010_20170106,1456,,,,투자진단보유비중수익률분포,,,,,에러무시
pctmla01,T_WDBD3020_20170106,1456,,,,투자진단점수대별계좌수집계,,,,,에러무시
pctmla01,T_WDBD1050_20170305,1456,,,,평가손익매매내역,,,,,에러무시
pctmla01,T_WDBD2011_20170305,1456,,,,매매유형별계좌별분석,,,,,에러무시
pctmla01,T_WDBD2010_20170305,1456,,,,매매성과계좌별분석,,,,,에러무시
pctmla01,T_WDBD2024_20170305,1456,,,,평가진단대상기준항목거래,,,,,에러무시
pctmla01,T_WDBD2023_20170305,1456,,,,평가진단증세발생거래생성,,,,,에러무시
pctmla01,T_WDBD2028_20170305,1456,,,,평가진단대상기준항목매매,,,,,에러무시
pctmla01,T_WDBD2027_20170305,1456,,,,평가진단증세발생매매생성,,,,,에러무시
pctmla01,T_WDBD2020_20170305,1456,,,,패턴분석종합진단점수생성,,,,,에러무시
pctmla01,T_WDBD3010_20170305,1456,,,,투자진단보유비중수익률분포,,,,,에러무시
pctmla01,T_WDBD3020_20170305,1456,,,,투자진단점수대별계좌수집계,,,,,에러무시
pctmla01,T_WDBD3030_20170305,1456,,,,투자진단점수대별매매분석,,,,,에러무시
pctmla01,T_WDBD2050_20170306,1456,,,,투자클리닉결과이력저장,Y,,,,에러무시
pctmla01,T_WDBD1031_20170306,1456,,,,평가손익매수일별임시,,,,,에러무시
pctmla01,T_WDBD1032_20170306,1456,,,,주식거래일자산평가액저장,,,,,에러무시
pctmla01,T_WDBD1040_20170306,1456,,,,실현손익매매내역,,,,,에러무시
pctmla01,T_WDBD1050_20170306,1456,,,,평가손익매매내역,,,,,에러무시
pctmla01,T_WDBD2011_20170306,1456,,,,매매유형별계좌별분석,,,,,에러무시
pctmla01,T_WDBD2010_20170306,1456,,,,매매성과계좌별분석,,,,,에러무시
pctmla01,T_WDBD2024_20170306,1456,,,,평가진단대상기준항목거래,,,,,에러무시
pctmla01,T_WDBD2023_20170306,1456,,,,평가진단증세발생거래생성,,,,,에러무시
pctmla01,T_WDBD2028_20170306,1456,,,,평가진단대상기준항목매매,,,,,에러무시
pctmla01,T_WDBD2027_20170306,1456,,,,평가진단증세발생매매생성,,,,,에러무시
pctmla01,T_WDBD2020_20170306,1456,,,,패턴분석종합진단점수생성,,,,,에러무시
pctmla01,T_WDBD3010_20170306,1456,,,,투자진단보유비중수익률분포,,,,,에러무시
pctmla01,T_WDBD3020_20170306,1456,,,,투자진단점수대별계좌수집계,,,,,에러무시
pctmla01,T_WDBD3030_20170306,1456,,,,투자진단점수대별매매분석,,,,,에러무시
pctmla01,T_WDBD2050_20170307,1456,,,,투자클리닉결과이력저장,Y,,,,에러무시
pctmla01,T_WDBD1031_20170307,1456,,,,평가손익매수일별임시,,,,,에러무시
pctmla01,T_WDBD1032_20170307,1456,,,,주식거래일자산평가액저장,,,,,에러무시
pctmla01,T_WDBD1040_20170307,1456,,,,실현손익매매내역,,,,,에러무시
pctmla01,T_WDBD1050_20170307,1456,,,,평가손익매매내역,,,,,에러무시
pctmla01,T_WDBD2011_20170307,1456,,,,매매유형별계좌별분석,,,,,에러무시
pctmla01,T_WDBD2010_20170307,1456,,,,매매성과계좌별분석,,,,,에러무시
pctmla01,T_WDBD3030_20161127,1456,,,,투자진단점수대별매매분석,Y,,,,에러무시
pctmla01,T_WDBD2050_20161128,1456,,,,투자클리닉결과이력저장,Y,,,,에러무시
pctmla01,T_WDBD1031_20161128,1456,,,,평가손익매수일별임시,Y,,,,에러무시
pctmla01,T_WDBD1032_20161128,1456,,,,주식거래일자산평가액저장,Y,,,,에러무시
pctmla01,T_WDBD1040_20161128,1456,,,,실현손익매매내역,Y,,,,에러무시
pctmla01,T_WDBD1050_20161128,1456,,,,평가손익매매내역,Y,,,,에러무시
pctmla01,T_WDBD2011_20161128,1456,,,,매매유형별계좌별분석,Y,,,,에러무시
pctmla01,T_WDBD2010_20161128,1456,,,,매매성과계좌별분석,Y,,,,에러무시
pctmla01,T_WDBD2024_20161128,1456,,,,평가진단대상기준항목거래,Y,,,,에러무시
pctmla01,T_WDBD2023_20161128,1456,,,,평가진단증세발생거래생성,Y,,,,에러무시
pctmla01,T_WDBD2028_20161128,1456,,,,평가진단대상기준항목매매,Y,,,,에러무시
pctmla01,T_WDBD2027_20161128,1456,,,,평가진단증세발생매매생성,Y,,,,에러무시
pctmla01,T_WDBD2020_20161128,1456,,,,패턴분석종합진단점수생성,Y,,,,에러무시
pctmla01,T_WDBD3010_20161128,1456,,,,투자진단보유비중수익률분포,Y,,,,에러무시
pctmla01,T_WDBD3020_20161128,1456,,,,투자진단점수대별계좌수집계,Y,,,,에러무시
pctmla01,T_WDBD3030_20161128,1456,,,,투자진단점수대별매매분석,Y,,,,에러무시
pctmla01,T_WDBD2050_20161129,1456,,,,투자클리닉결과이력저장,Y,,,,에러무시
pctmla01,T_WDBD1031_20161129,1456,,,,평가손익매수일별임시,Y,,,,에러무시
pctmla01,T_WDBD1032_20161129,1456,,,,주식거래일자산평가액저장,Y,,,,에러무시
pctmla01,T_WDBD1040_20161129,1456,,,,실현손익매매내역,Y,,,,에러무시
pctmla01,T_WDBD1050_20161129,1456,,,,평가손익매매내역,Y,,,,에러무시
pctmla01,T_WDBD2011_20161129,1456,,,,매매유형별계좌별분석,Y,,,,에러무시
pctmla01,T_WDBD2010_20161129,1456,,,,매매성과계좌별분석,Y,,,,에러무시
pctmla01,T_WDBD2024_20161129,1456,,,,평가진단대상기준항목거래,Y,,,,에러무시
pctmla01,T_WDBD2023_20161129,1456,,,,평가진단증세발생거래생성,Y,,,,에러무시
pctmla01,T_WDBD2028_20161129,1456,,,,평가진단대상기준항목매매,Y,,,,에러무시
pctmla01,T_WDBD2027_20161129,1456,,,,평가진단증세발생매매생성,Y,,,,에러무시
pctmla01,T_WDBD2020_20161129,1456,,,,패턴분석종합진단점수생성,Y,,,,에러무시
pctmla01,T_WDBD3010_20161129,1456,,,,투자진단보유비중수익률분포,Y,,,,에러무시
pctmla01,T_WDBD3020_20161129,1456,,,,투자진단점수대별계좌수집계,Y,,,,에러무시
pctmla01,T_WDBD3030_20161129,1456,,,,투자진단점수대별매매분석,Y,,,,에러무시
pctmla01,T_WDBD2050_20161130,1456,,,,투자클리닉결과이력저장,Y,,,,에러무시
pctmla01,T_WDBD1031_20161130,1456,,,,평가손익매수일별임시,Y,,,,에러무시
pctmla01,T_WDBD1032_20161130,1456,,,,주식거래일자산평가액저장,Y,,,,에러무시
pctmla01,T_WDBD1040_20161130,1456,,,,실현손익매매내역,Y,,,,에러무시
pctmla01,T_WDBD1050_20161130,1456,,,,평가손익매매내역,Y,,,,에러무시
pctmla01,T_WDBD2011_20161130,1456,,,,매매유형별계좌별분석,Y,,,,에러무시
pctmla01,T_WDBD2010_20161130,1456,,,,매매성과계좌별분석,Y,,,,에러무시
pctmla01,T_WDBD2024_20161130,1456,,,,평가진단대상기준항목거래,Y,,,,에러무시
pctmla01,T_WDBD2023_20161130,1456,,,,평가진단증세발생거래생성,Y,,,,에러무시
pctmla01,T_WDBD2028_20161130,1456,,,,평가진단대상기준항목매매,Y,,,,에러무시
pctmla01,T_WDBD2027_20170118,1456,,,,평가진단증세발생매매생성,,,,,에러무시
pctmla01,T_WDBD2020_20170118,1456,,,,패턴분석종합진단점수생성,,,,,에러무시
pctmla01,T_WDBD3010_20170118,1456,,,,투자진단보유비중수익률분포,,,,,에러무시
pctmla01,T_WDBD3020_20170118,1456,,,,투자진단점수대별계좌수집계,,,,,에러무시
pctmla01,T_WDBD3030_20170118,1456,,,,투자진단점수대별매매분석,,,,,에러무시
pctmla01,T_WDBD2050_20170119,1456,,,,투자클리닉결과이력저장,Y,,,,에러무시
pctmla01,T_WDBD1031_20170119,1456,,,,평가손익매수일별임시,,,,,에러무시
pctmla01,T_WDBD1032_20170119,1456,,,,주식거래일자산평가액저장,,,,,에러무시
pctmla01,T_WDBD1040_20170119,1456,,,,실현손익매매내역,,,,,에러무시
pctmla01,T_WDBD1050_20170119,1456,,,,평가손익매매내역,,,,,에러무시
pctmla01,T_WDBD2011_20170119,1456,,,,매매유형별계좌별분석,,,,,에러무시
pctmla01,T_WDBD2010_20170119,1456,,,,매매성과계좌별분석,,,,,에러무시
pctmla01,T_WDBD2024_20170119,1456,,,,평가진단대상기준항목거래,,,,,에러무시
pctmla01,T_WDBD2023_20170119,1456,,,,평가진단증세발생거래생성,,,,,에러무시
pctmla01,T_WDBD2028_20170119,1456,,,,평가진단대상기준항목매매,,,,,에러무시
pctmla01,T_WDBD2027_20170119,1456,,,,평가진단증세발생매매생성,,,,,에러무시
pctmla01,T_WDBD2020_20170119,1456,,,,패턴분석종합진단점수생성,,,,,에러무시
pctmla01,T_WDBD2010_20161123,1456,,,,매매성과계좌별분석,Y,,,,에러무시
pctmla01,T_WDBD2024_20161123,1456,,,,평가진단대상기준항목거래,Y,,,,에러무시
pctmla01,T_WDBD2023_20161123,1456,,,,평가진단증세발생거래생성,Y,,,,에러무시
pctmla01,T_WDBD2028_20161123,1456,,,,평가진단대상기준항목매매,Y,,,,에러무시
pctmla01,T_WDBD2027_20161123,1456,,,,평가진단증세발생매매생성,Y,,,,에러무시
pctmla01,T_WDBD2020_20161123,1456,,,,패턴분석종합진단점수생성,Y,,,,에러무시
pctmla01,T_WDBD3010_20161123,1456,,,,투자진단보유비중수익률분포,Y,,,,에러무시
pctmla01,T_WDBD3020_20161123,1456,,,,투자진단점수대별계좌수집계,Y,,,,에러무시
pctmla01,T_WDBD3030_20161123,1456,,,,투자진단점수대별매매분석,Y,,,,에러무시
pctmla01,T_WDBD2050_20161124,1456,,,,투자클리닉결과이력저장,Y,,,,에러무시
pctmla01,T_WDBD1031_20161124,1456,,,,평가손익매수일별임시,Y,,,,에러무시
pctmla01,T_WDBD1032_20161124,1456,,,,주식거래일자산평가액저장,Y,,,,에러무시
pctmla01,T_WDBD1040_20161124,1456,,,,실현손익매매내역,Y,,,,에러무시
pctmla01,T_WDBD1050_20161124,1456,,,,평가손익매매내역,Y,,,,에러무시
pctmla01,T_WDBD2011_20161124,1456,,,,매매유형별계좌별분석,Y,,,,에러무시
pctmla01,T_WDBD2010_20161124,1456,,,,매매성과계좌별분석,Y,,,,에러무시
pctmla01,T_WDBD2024_20161124,1456,,,,평가진단대상기준항목거래,Y,,,,에러무시
pctmla01,T_WDBD2023_20161124,1456,,,,평가진단증세발생거래생성,Y,,,,에러무시
pctmla01,T_WDBD2028_20161124,1456,,,,평가진단대상기준항목매매,Y,,,,에러무시
pctmla01,T_WDBD2027_20161124,1456,,,,평가진단증세발생매매생성,Y,,,,에러무시
pctmla01,T_WDBD2020_20161124,1456,,,,패턴분석종합진단점수생성,Y,,,,에러무시
pctmla01,T_WDBD3010_20161124,1456,,,,투자진단보유비중수익률분포,Y,,,,에러무시
pctmla01,T_WDBD3020_20161124,1456,,,,투자진단점수대별계좌수집계,Y,,,,에러무시
pctmla01,T_WDBD3030_20161124,1456,,,,투자진단점수대별매매분석,Y,,,,에러무시
pctmla01,T_WDBD2050_20161125,1456,,,,투자클리닉결과이력저장,Y,,,,에러무시
pctmla01,T_WDBD1031_20161125,1456,,,,평가손익매수일별임시,Y,,,,에러무시
pctmla01,T_WDBD1032_20161125,1456,,,,주식거래일자산평가액저장,Y,,,,에러무시
pctmla01,T_WDBD1040_20161125,1456,,,,실현손익매매내역,Y,,,,에러무시
pctmla01,T_WDBD1050_20161125,1456,,,,평가손익매매내역,Y,,,,에러무시
pctmla01,T_WDBD2011_20161125,1456,,,,매매유형별계좌별분석,Y,,,,에러무시
pctmla01,T_WDBD2010_20161125,1456,,,,매매성과계좌별분석,Y,,,,에러무시
pctmla01,T_WDBD2021_20161125,1456,,,,실현진단증세발생거래생성,,,,,에러무시
pctmla01,T_WDBD2024_20161125,1456,,,,평가진단대상기준항목거래,Y,,,,에러무시
pctmla01,T_WDBD2023_20161125,1456,,,,평가진단증세발생거래생성,Y,,,,에러무시
pctmla01,T_WDBD2028_20161125,1456,,,,평가진단대상기준항목매매,Y,,,,에러무시
pctmla01,T_WDBD2027_20161125,1456,,,,평가진단증세발생매매생성,Y,,,,에러무시
pctmla01,T_WDBD2020_20161125,1456,,,,패턴분석종합진단점수생성,Y,,,,에러무시
pctmla01,T_WDBD3010_20161125,1456,,,,투자진단보유비중수익률분포,Y,,,,에러무시
pctmla01,T_WDBD3020_20161125,1456,,,,투자진단점수대별계좌수집계,Y,,,,에러무시
pctmla01,T_WDBD3030_20161125,1456,,,,투자진단점수대별매매분석,Y,,,,에러무시
pctmla01,T_WDBD2050_20161126,1456,,,,투자클리닉결과이력저장,Y,,,,에러무시
pctmla01,T_WDBM1001_20161126,1456,,,,주식변동잔고이월처리,Y,,,,에러무시
pctmla01,T_WDBD1031_20161126,1456,,,,평가손익매수일별임시,Y,,,,에러무시
pctmla01,T_WDBD1032_20161126,1456,,,,주식거래일자산평가액저장,Y,,,,에러무시
pctmla01,T_WDBD1040_20161126,1456,,,,실현손익매매내역,Y,,,,에러무시
pctmla01,VRBD8001_S07,566,,,,,Y,,,,즉시연락
pctmla01,WNBD0007_S01,1724,592,958,,IFA 계좌수익율 생성,Y,Y,Y,,즉시연락
pctmla01,WNBD0001_S01,1724,592,958,,IFA 계좌 상품구간수수료 생성,Y,Y,Y,,즉시연락
pctmla01,WNBD0002_S01,1724,592,958,,IFA 계좌수수료 생성,Y,Y,Y,,즉시연락
pctmla01,WNBD0003_S01,1724,592,958,,IFA 수수료 SAM파일 생성 및 기간계 송신,Y,Y,Y,,즉시연락
pctmla01,WNBD0011_S01,1724,592,958,,IFA 수수료 거래내역 집계 생성,Y,Y,Y,,즉시연락
pctmla01,WNBD0004_S01,1724,592,958,,IFA 수수료 징수내역 집계 생성,Y,Y,Y,,즉시연락
pctmla01,WNBD0008_S01,1724,592,958,,IFA 징수예정수수료 생성,Y,Y,Y,,즉시연락
pctmla01,WNBD0012_S01,1724,592,958,,IFA 자문사별 수수료내역 집계 셍성,Y,Y,Y,,즉시연락
pctmla01,SLBD0074_S01,576,560,2559,,소매대차종목 CLEAR 작업,Y,Y,Y,,즉시연락
pctmla01,SLBM0017_S02,576,,2559,,정기대차수수료 징수작업(차입자),Y,,Y,,즉시연락
pctmla01,SLBM0017_S03,576,,2559,,정기대차수수료 징수작업(차입자),Y,,Y,,즉시연락
pctmla01,T_WDBD1040_20161028,1456,,,,실현손익매매내역,Y,,,,에러무시
pctmla01,T_WDBD1050_20161028,1456,,,,평가손익매매내역,Y,,,,에러무시
pctmla01,T_WDBD2011_20161028,1456,,,,매매유형별계좌별분석,Y,,,,에러무시
pctmla01,T_WDBD2010_20161028,1456,,,,매매성과계좌별분석,Y,,,,에러무시
pctmla01,T_WDBD2024_20161028,1456,,,,평가진단대상기준항목거래,Y,,,,에러무시
pctmla01,T_WDBD2023_20161028,1456,,,,평가진단증세발생거래생성,Y,,,,에러무시
pctmla01,T_WDBD2028_20161028,1456,,,,평가진단대상기준항목매매,Y,,,,에러무시
pctmla01,T_WDBD2027_20161028,1456,,,,평가진단증세발생매매생성,Y,,,,에러무시
pctmla01,T_WDBD2020_20161028,1456,,,,패턴분석종합진단점수생성,Y,,,,에러무시
pctmla01,T_WDBD3010_20161028,1456,,,,투자진단보유비중수익률분포,Y,,,,에러무시
pctmla01,T_WDBD3020_20161028,1456,,,,투자진단점수대별계좌수집계,Y,,,,에러무시
pctmla01,T_WDBD3030_20161028,1456,,,,투자진단점수대별매매분석,Y,,,,에러무시
pctmla01,T_WDBD2050_20161029,1456,,,,투자클리닉결과이력저장,Y,,,,에러무시
pctmla01,T_WDBM1001_20161029,1456,,,,주식변동잔고이월처리,Y,,,,에러무시
pctmla01,T_WDBD1031_20161029,1456,,,,평가손익매수일별임시,Y,,,,에러무시
pctmla01,T_WDBD1032_20161029,1456,,,,주식거래일자산평가액저장,Y,,,,에러무시
pctmla01,T_WDBD1040_20161029,1456,,,,실현손익매매내역,Y,,,,에러무시
pctmla01,T_WDBD1050_20161029,1456,,,,평가손익매매내역,Y,,,,에러무시
pctmla01,T_WDBD2011_20161029,1456,,,,매매유형별계좌별분석,Y,,,,에러무시
pctmla01,T_WDBD2010_20161029,1456,,,,매매성과계좌별분석,Y,,,,에러무시
pctmla01,T_WDBD2024_20161029,1456,,,,평가진단대상기준항목거래,Y,,,,에러무시
pctmla01,T_WDBD2023_20161029,1456,,,,평가진단증세발생거래생성,Y,,,,에러무시
pctmla01,T_WDBD2028_20161029,1456,,,,평가진단대상기준항목매매,Y,,,,에러무시
pctmla01,T_WDBD2027_20161029,1456,,,,평가진단증세발생매매생성,Y,,,,에러무시
pctmla01,T_WDBD2020_20161029,1456,,,,패턴분석종합진단점수생성,Y,,,,에러무시
pctmla01,T_WDBD3010_20161029,1456,,,,투자진단보유비중수익률분포,Y,,,,에러무시
pctmla01,T_WDBD3020_20161029,1456,,,,투자진단점수대별계좌수집계,Y,,,,에러무시
pctmla01,T_WDBD3030_20161029,1456,,,,투자진단점수대별매매분석,Y,,,,에러무시
pctmla01,T_WDBD2050_20161030,1456,,,,투자클리닉결과이력저장,Y,,,,에러무시
pctmla01,T_WDBM1001_20161030,1456,,,,주식변동잔고이월처리,Y,,,,에러무시
pctmla01,T_WDBD1031_20161030,1456,,,,평가손익매수일별임시,Y,,,,에러무시
pctmla01,T_WDBD1032_20161030,1456,,,,주식거래일자산평가액저장,Y,,,,에러무시
pctmla01,T_WDBD2016_20160924,1456,,,,주식매매주가추세분석,,,,,에러무시
pctmla01,T_WDBD2015_20160924,1456,,,,주식매매주가변동성분석,,,,,에러무시
pctmla01,T_WDBD2018_20160924,1456,,,,주식매매보유비중분석,,,,,에러무시
pctmla01,T_WDBD2017_20160925,1456,,,,주식매매보유기간분석,,,,,에러무시
pctmla01,T_WDBD2016_20160925,1456,,,,주식매매주가추세분석,,,,,에러무시
pctmla01,T_WDBD2015_20160925,1456,,,,주식매매주가변동성분석,,,,,에러무시
pctmla01,T_WDBD2018_20160925,1456,,,,주식매매보유비중분석,,,,,에러무시
pctmla01,T_WDBD2017_20161001,1456,,,,주식매매보유기간분석,,,,,에러무시
pctmla01,T_WDBD2016_20161001,1456,,,,주식매매주가추세분석,,,,,에러무시
pctmla01,T_WDBD2015_20161001,1456,,,,주식매매주가변동성분석,,,,,에러무시
pctmla01,T_WDBD2018_20161001,1456,,,,주식매매보유비중분석,,,,,에러무시
pctmla01,T_WDBD2017_20161002,1456,,,,주식매매보유기간분석,,,,,에러무시
pctmla01,T_WDBD2016_20161002,1456,,,,주식매매주가추세분석,,,,,에러무시
pctmla01,T_WDBD2015_20161002,1456,,,,주식매매주가변동성분석,,,,,에러무시
pctmla01,T_WDBD2018_20161002,1456,,,,주식매매보유비중분석,,,,,에러무시
pctmla01,T_WDBD2017_20161003,1456,,,,주식매매보유기간분석,,,,,에러무시
pctmla01,T_WDBD2016_20161003,1456,,,,주식매매주가추세분석,,,,,에러무시
pctmla01,T_WDBD2015_20161003,1456,,,,주식매매주가변동성분석,,,,,에러무시
pctmla01,T_WDBD2018_20161003,1456,,,,주식매매보유비중분석,,,,,에러무시
pctmla01,T_WDBD2017_20161008,1456,,,,주식매매보유기간분석,,,,,에러무시
pctmla01,T_WDBD2016_20161008,1456,,,,주식매매주가추세분석,,,,,에러무시
pctmla01,T_WDBD2015_20161008,1456,,,,주식매매주가변동성분석,,,,,에러무시
pctmla01,T_WDBD2018_20161008,1456,,,,주식매매보유비중분석,,,,,에러무시
pctmla01,T_WDBD2017_20161009,1456,,,,주식매매보유기간분석,,,,,에러무시
pctmla01,T_WDBD2024_20170307,1456,,,,평가진단대상기준항목거래,,,,,에러무시
pctmla01,T_WDBD2023_20170307,1456,,,,평가진단증세발생거래생성,,,,,에러무시
pctmla01,T_WDBD2028_20170307,1456,,,,평가진단대상기준항목매매,,,,,에러무시
pctmla01,T_WDBD2027_20170307,1456,,,,평가진단증세발생매매생성,,,,,에러무시
pctmla01,T_WDBD2020_20170307,1456,,,,패턴분석종합진단점수생성,,,,,에러무시
pctmla01,T_WDBD3020_20170307,1456,,,,투자진단점수대별계좌수집계,,,,,에러무시
pctmla01,T_WDBD3030_20170307,1456,,,,투자진단점수대별매매분석,,,,,에러무시
pctmla01,T_WDBD2050_20170308,1456,,,,투자클리닉결과이력저장,Y,,,,에러무시
pctmla01,T_WDBD1031_20170308,1456,,,,평가손익매수일별임시,,,,,에러무시
pctmla01,T_WDBD1032_20170308,1456,,,,주식거래일자산평가액저장,,,,,에러무시
pctmla01,T_WDBD1040_20170308,1456,,,,실현손익매매내역,,,,,에러무시
pctmla01,T_WDBD2011_20170308,1456,,,,매매유형별계좌별분석,,,,,에러무시
pctmla01,T_WDBD2010_20170308,1456,,,,매매성과계좌별분석,,,,,에러무시
pctmla01,T_WDBD2024_20170308,1456,,,,평가진단대상기준항목거래,,,,,에러무시
pctmla01,T_WDBD2023_20170308,1456,,,,평가진단증세발생거래생성,,,,,에러무시
pctmla01,T_WDBD2028_20170308,1456,,,,평가진단대상기준항목매매,,,,,에러무시
pctmla01,T_WDBD2020_20170308,1456,,,,패턴분석종합진단점수생성,,,,,에러무시
pctmla01,T_WDBD3010_20170308,1456,,,,투자진단보유비중수익률분포,,,,,에러무시
pctmla01,T_WDBD3020_20170308,1456,,,,투자진단점수대별계좌수집계,,,,,에러무시
pctmla01,T_WDBD3030_20170308,1456,,,,투자진단점수대별매매분석,,,,,에러무시
pctmla01,T_WDBD2050_20170309,1456,,,,투자클리닉결과이력저장,Y,,,,에러무시
pctmla01,T_WDBD1031_20170309,1456,,,,평가손익매수일별임시,,,,,에러무시
pctmla01,T_WDBD1040_20170309,1456,,,,실현손익매매내역,,,,,에러무시
pctmla01,T_WDBD1050_20170309,1456,,,,평가손익매매내역,,,,,에러무시
pctmla01,T_WDBD1040_20161107,1456,,,,실현손익매매내역,Y,,,,에러무시
pctmla01,T_WDBD1050_20161107,1456,,,,평가손익매매내역,Y,,,,에러무시
pctmla01,T_WDBD2011_20161107,1456,,,,매매유형별계좌별분석,Y,,,,에러무시
pctmla01,T_WDBD2010_20161107,1456,,,,매매성과계좌별분석,Y,,,,에러무시
pctmla01,T_WDBD2024_20161107,1456,,,,평가진단대상기준항목거래,Y,,,,에러무시
pctmla01,T_WDBD2023_20161107,1456,,,,평가진단증세발생거래생성,Y,,,,에러무시
pctmla01,T_WDBD2028_20161107,1456,,,,평가진단대상기준항목매매,Y,,,,에러무시
pctmla01,T_WDBD2027_20161107,1456,,,,평가진단증세발생매매생성,Y,,,,에러무시
pctmla01,T_WDBD2020_20161107,1456,,,,패턴분석종합진단점수생성,Y,,,,에러무시
pctmla01,T_WDBD3010_20161107,1456,,,,투자진단보유비중수익률분포,Y,,,,에러무시
pctmla01,T_WDBD3020_20161107,1456,,,,투자진단점수대별계좌수집계,Y,,,,에러무시
pctmla01,T_WDBD3030_20161107,1456,,,,투자진단점수대별매매분석,Y,,,,에러무시
pctmla01,T_WDBD2050_20161108,1456,,,,투자클리닉결과이력저장,Y,,,,에러무시
pctmla01,T_WDBD1031_20161108,1456,,,,평가손익매수일별임시,Y,,,,에러무시
pctmla01,T_WDBD1032_20161108,1456,,,,주식거래일자산평가액저장,Y,,,,에러무시
pctmla01,T_WDBD1040_20161108,1456,,,,실현손익매매내역,Y,,,,에러무시
pctmla01,T_WDBD1050_20161108,1456,,,,평가손익매매내역,Y,,,,에러무시
pctmla01,T_WDBD2011_20161108,1456,,,,매매유형별계좌별분석,Y,,,,에러무시
pctmla01,T_WDBD2010_20161108,1456,,,,매매성과계좌별분석,Y,,,,에러무시
pctmla01,T_WDBD2024_20161108,1456,,,,평가진단대상기준항목거래,Y,,,,에러무시
pctmla01,T_WDBD2023_20161108,1456,,,,평가진단증세발생거래생성,Y,,,,에러무시
pctmla01,T_WDBD2028_20161108,1456,,,,평가진단대상기준항목매매,Y,,,,에러무시
pctmla01,T_WDBD2027_20161108,1456,,,,평가진단증세발생매매생성,Y,,,,에러무시
pctmla01,T_WDBD2020_20161108,1456,,,,패턴분석종합진단점수생성,Y,,,,에러무시
pctmla01,T_WDBD3010_20161108,1456,,,,투자진단보유비중수익률분포,Y,,,,에러무시
pctmla01,T_WDBD3020_20161108,1456,,,,투자진단점수대별계좌수집계,Y,,,,에러무시
pctmla01,T_WDBD3030_20161108,1456,,,,투자진단점수대별매매분석,Y,,,,에러무시
pctmla01,T_WDBD2050_20161109,1456,,,,투자클리닉결과이력저장,Y,,,,에러무시
pctmla01,T_WDBD1031_20161109,1456,,,,평가손익매수일별임시,Y,,,,에러무시
pctmla01,T_WDBD1032_20161109,1456,,,,주식거래일자산평가액저장,Y,,,,에러무시
pctmla01,T_WDBD1040_20161109,1456,,,,실현손익매매내역,Y,,,,에러무시
pctmla01,T_WDBD1050_20161109,1456,,,,평가손익매매내역,Y,,,,에러무시
pctmla01,T_WDBD3010_20170119,1456,,,,투자진단보유비중수익률분포,,,,,에러무시
pctmla01,T_WDBD3020_20170119,1456,,,,투자진단점수대별계좌수집계,,,,,에러무시
pctmla01,T_WDBD3030_20170119,1456,,,,투자진단점수대별매매분석,,,,,에러무시
pctmla01,T_WDBD2050_20170120,1456,,,,투자클리닉결과이력저장,Y,,,,에러무시
pctmla01,T_WDBD1031_20170120,1456,,,,평가손익매수일별임시,,,,,에러무시
pctmla01,T_WDBD1032_20170120,1456,,,,주식거래일자산평가액저장,,,,,에러무시
pctmla01,T_WDBD1040_20170120,1456,,,,실현손익매매내역,,,,,에러무시
